Created_at,Location,Retweet_Count,Favorite_Count,Tweet
2/21/2020 7:42,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:42,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:41,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:41,,0,0,"b""39 year old Mathematics and Geography teacher Edward Opiyo is this week's winner of the apartment after Salma Salim\xe2\x80\xa6 https://t.co/SlX3bQRqfh"""
,,,,
2/21/2020 7:41,,0,2,"b'Distributors opportunities available in a NGO based in NAIROBI. No experience required. Send the word ""Distributor""\xe2\x80\xa6 https://t.co/43CIonzXLJ'"
,,,,
2/21/2020 7:41,,0,0,b'The world celebrates the Dead more than the alive #DoMoreWithMPESA #RutoRebelMovement'
,,,,
2/21/2020 7:41,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:40,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 7:40,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:40,,0,0,b'There\xe2\x80\x99s someone who won\xe2\x80\x99t have to worry about rent from now on! Could it be you? \xf0\x9f\x98\x89 #DoMoreWithMPESA https://t.co/bl1KW7Wnb7'
,,,,
2/21/2020 7:39,,0,0,b'Someone lucky is winning the 5th apartment today \xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5 #DoMoreWithMPESA https://t.co/0c2kmbwWVM'
,,,,
2/21/2020 7:39,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:38,,0,0,b'How to Check Lipa Na Mpesa Charges of any PayBill #DoMoreWithMPESA https://t.co/cXK53Na6QT via @makaobora'
,,,,
2/21/2020 7:38,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:37,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:37,,0,0,b'Hello. Our new company needs 20 Sales people. Interested individuals should send the word *SALES* via WhatsApp ONLY\xe2\x80\xa6 https://t.co/mkh6sku2at'
,,,,
2/21/2020 7:37,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:36,,0,0,"b'Success!!!\nEvelyn Shanyisa, @KenyanNurse wishes you success in your #IELTS Exam tomorrow 22nd February 2020.\nThank\xe2\x80\xa6 https://t.co/FEZ1Qlby2f'"
,,,,
2/21/2020 7:35,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:35,,0,0,"b'Success!!!\nEvans Manyonge, @KenyanNurse wishes you success in your #IELTS Exam tomorrow 22nd February 2020.\nThank y\xe2\x80\xa6 https://t.co/ZffHqEdQpJ'"
,,,,
2/21/2020 7:35,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 7:35,,2,0,"b'RT @SafaricomPLC: Edward Opiyo Oluoch, a Mathematics and Geography teacher at Nyamonye Girls Secondary School in Bondo becomes the fifth wi\xe2\x80\xa6'"
,,,,
2/21/2020 7:35,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:35,,0,0,"b'Success!!!\nDaniel Muniko, @KenyanNurse wishes you success in your #IELTS Exam tomorrow 22nd February 2020.\nThank yo\xe2\x80\xa6 https://t.co/Lh0dJmjYlx'"
,,,,
2/21/2020 7:34,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:34,,1,0,b'RT @SafaricomPLC: Catch the event live on Facebook https://t.co/tvzOXpSvIy\n#DoMoreWithMPESA'
,,,,
2/21/2020 7:34,,0,0,"b'Success!!!\nChris, @KenyanNurse wishes you success in your #IELTS Exam tomorrow 22nd February 2020.\nThank you for ch\xe2\x80\xa6 https://t.co/XnufNNv7jr'"
,,,,
2/21/2020 7:34,,0,0,"b'Success!!!\nDamarys Kemunto, @KenyanNurse wishes you success in your #IELTS Exam tomorrow 22nd February 2020.\nThank\xe2\x80\xa6 https://t.co/OCA7sFEVAH'"
,,,,
2/21/2020 7:33,,0,2,b'YouTube: https://t.co/B5qwvsDPZ0\n#DoMoreWithMPESA'
,,,,
2/21/2020 7:33,,0,3,"b'PREMIUM CONTAINERS: Engage us for your construction needs in Modern Offices, Stalls, Classes, Stores, Homes, etc\nCa\xe2\x80\xa6 https://t.co/JND1zPRR4O'"
,,,,
2/21/2020 7:33,,0,2,b'Twitter: https://t.co/iMxzCJ5VuV\n#DoMoreWithMPESA'
,,,,
2/21/2020 7:33,,1,1,b'Catch the event live on Facebook https://t.co/tvzOXpSvIy\n#DoMoreWithMPESA'
,,,,
2/21/2020 7:32,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:31,,0,1,"b'Get yourself a complete Desktop Core 2 duo 160gb HDD 3gb RAM  3.2GHz with a 17"" inch Monitor at 8,500/=\nCall/WhatsA\xe2\x80\xa6 https://t.co/rPgNaTh1Xq'"
,,,,
2/21/2020 7:31,,0,4,b'Today is the day we get to know who walks away with the another apartment courtesy of Lipa Na M-PESA\xe2\x80\xa6 https://t.co/S84o64gSrV'
,,,,
2/21/2020 7:30,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:30,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:30,,0,2,"b'PREMIUM CONTAINERS: Readily Obtain Newly Stocked Shipping Containers from our Embakasi Yard\n\xf0\x9f\x93\x9540ft @kshs 300,000\n\xf0\x9f\x93\x9520\xe2\x80\xa6 https://t.co/6cASrZ9xCm'"
,,,,
2/21/2020 7:29,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:29,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:29,,2,3,"b'Edward Opiyo Oluoch, a Mathematics and Geography teacher at Nyamonye Girls Secondary School in Bondo becomes the fi\xe2\x80\xa6 https://t.co/I6BP9CJR6Z'"
,,,,
2/21/2020 7:28,,0,1,b'Track your blood pressure levels with #Omron available in #Kenya \nContact us on sales@medical.ke or call 0722932625\xe2\x80\xa6 https://t.co/uQcZYt6YBg'
,,,,
2/21/2020 7:28,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:27,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:26,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:25,,0,3,b'What was the last bill you paid for via Lipa Na M-PESA? We are just about to announce our fifth winner! Keep on usi\xe2\x80\xa6 https://t.co/hmRIG4aWtJ'
,,,,
2/21/2020 7:25,,0,1,b'Distributors and service delivery urgently needed in Nairobi. Whatsapp 0752636723. #DoMoreWithMPESA\xe2\x80\xa6 https://t.co/nDEesL6wsZ'
,,,,
2/21/2020 7:24,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:23,,0,0,b'Dj Evolve fighting for his life in hospital and the family watching him die with no help.Kenye kenya!! @DCI_Kenya a\xe2\x80\xa6 https://t.co/wdPG7fm3De'
,,,,
2/21/2020 7:23,,0,0,b'@SafaricomPLC \n#DoMoreWithMPESA\n\nUrgently check and tame this fraud https://t.co/AAGAstqhy4'
,,,,
2/21/2020 7:23,,0,0,b'#DoMoreWithMPESA only if you are one of the pre determined winners in this fraud of a promotion..'
,,,,
2/21/2020 7:22,,30,0,b'RT @SafaricomPLC: 2 More Apartments to go! Could you be our next lucky winner? How about you continue making your payments using Lipa Na M-\xe2\x80\xa6'
,,,,
2/21/2020 7:21,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:21,,0,0,b'30BG out now\xf0\x9f\x94\xa5\xf0\x9f\x8c\x8d https://t.co/IkSHr24dwh @davido @DONJAZZY @AsaAsika @Blacktycoone @MAVINRECORDS @olamide_YBNL #Rema\xe2\x80\xa6 https://t.co/sIyayHwxCG'
,,,,
2/21/2020 7:21,,0,2,b'Coffee and Chocolate Packagers Needed urgently. Payment is Ksh 1500 Daily. If you know anyone interested direct the\xe2\x80\xa6 https://t.co/qpdBrWJQIL'
,,,,
2/21/2020 7:21,,0,0,b'Today on our Funfridayfacts about aquariums and fish . #dpruto #DoMoreWithMPESA #djevolve #jacobjuma #babu #Ruto\xe2\x80\xa6 https://t.co/NJIOZs689U'
,,,,
2/21/2020 7:20,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:18,,12,0,"b'RT @SafaricomPLC: Good morning, we are super excited to handover the 5th apartment today to one of our customers. How many points do you ha\xe2\x80\xa6'"
,,,,
2/21/2020 7:18,,0,3,b'We replace Broken laptop screens\nfor all laptop models from 5000ksh\nwe fix as u wait 10 to 15 minutes!!\ncall txt 07\xe2\x80\xa6 https://t.co/NhG4phMqwL'
,,,,
2/21/2020 7:18,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:18,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:18,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:17,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:17,,0,2,b'HP Notebook 15\nAMD A6 2.5GHz to 3.0GHz \n8GB RAM 1000 GB HDD \n4 GB Radeon Graphics\nHD screen 3 USB ports\n1yr warrant\xe2\x80\xa6 https://t.co/hwOLSLF4Zc'
,,,,
2/21/2020 7:16,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:16,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:15,,9,0,"b'RT @SafaricomPLC: Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa Na M-\xe2\x80\xa6'"
,,,,
2/21/2020 7:14,,0,1,b'Tecno Camon 12 Pro\nDisplay: 6.35 inch 1080 x 2340 pixels HD+ display.\nCamera: 16 + 8 + 2 MP Back / 32 MP front.\nSto\xe2\x80\xa6 https://t.co/4Q3zOxnYKp'
,,,,
2/21/2020 7:14,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 7:14,,9,23,"b'Today, we are awarding our 5th winner of a three-bedroom apartment located in Rituta, Dagoretti in the ongoing Lipa\xe2\x80\xa6 https://t.co/rhFGmZnDGG'"
,,,,
2/21/2020 7:13,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:11,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:11,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:09,,22,0,b'RT @JohnhayesK: Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:08,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 7:05,,12,0,"b'RT @SafaricomPLC: Good morning, we are super excited to handover the 5th apartment today to one of our customers. How many points do you ha\xe2\x80\xa6'"
,,,,
2/21/2020 7:04,,22,60,b'Dp Ruto And the prophecy is now on cause #DoMoreWithMPESA \n#RutoRebelMovement Babu Kibaki https://t.co/wdUvMg30Vb'
,,,,
2/21/2020 7:04,,0,0,"b'NEW (ALL TYPES &amp; SIZES AVAILABLE!\n24"" digital from as low as 8k\n32"" digital from as low as 11k\n32"" smart from as lo\xe2\x80\xa6 https://t.co/VqrLLrfquK'"
,,,,
2/21/2020 6:59,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 6:59,,18,0,b'RT @christi90892176: One reason that makes me find this man interesting is that he is all alone fighting a congregation of powerful men. He\xe2\x80\xa6'
,,,,
2/21/2020 6:59,,0,0,b'@CollBrightClean is there to do the cleaning for you this weekend as you relax.\n\nCall us Today\n\xf0\x9f\x93\x9e0727544236\xe2\x80\xa6 https://t.co/reXufYbXdi'
,,,,
2/21/2020 6:59,,1,0,"b""RT @StockAppAfrica: It's Friday! As you plan to go out of the cirry to relax, StockApp enables you monitor your business from your phone. Y\xe2\x80\xa6"""
,,,,
2/21/2020 6:58,,2,0,"b'RT @NurexCargoLtd: We are Located at YARE BUSINESS PARK, GD 17 &amp; 18 (Former KBS Garage) \nReach us\nOffice 0700 008 703/ 0718 762 012\nJamal -\xe2\x80\xa6'"
,,,,
2/21/2020 6:58,,2,0,b'RT @springboardke: We support small businesses grow to their full potential. @springboardke #FridayMotivation #SisimkanaCBKonnect #DoMoreWi\xe2\x80\xa6'
,,,,
2/21/2020 6:58,,0,0,"b'SAFEGUARD YOUR HOME ,BUSINESS AND OFFICE BY INSTALLING BULB CAMERA CCTv\n@2800....\xe2\x98\x8e\xef\xb8\x8f0718356976\nBabu\n#DoMoreWithMPESA\xe2\x80\xa6 https://t.co/FM12JPmVBn'"
,,,,
2/21/2020 6:58,,1,0,b'RT @inforstat: Research Services\n\xe2\x9c\x94Concept Papers\n\xe2\x9c\x94Research Proposals\n\xe2\x9c\x94Data Collection\n\xe2\x9c\x94Data Analysis\n\xe2\x9c\x94Proofreading &amp; Editing\n\xe2\x9c\x94Plagiarism Ch\xe2\x80\xa6'
,,,,
2/21/2020 6:58,,12,0,"b'RT @SafaricomPLC: Good morning, we are super excited to handover the 5th apartment today to one of our customers. How many points do you ha\xe2\x80\xa6'"
,,,,
2/21/2020 6:55,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 6:55,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
